versionid                           ,journeyid                           ,journeyname                                                                                                                                                                                             ,versionnumber,createddate            ,lastpublisheddate      ,modifieddate           ,journeystatus                                                                                       
70C70F1F-876E-43E5-AC34-3EC238088CA3,89DB05A6-7190-412F-A426-8890B89EB6B1,promo_89DB05A6-7190-412F-A426-8890B89EB6B1                                                                                                                                                              ,            2,2023-01-20 13:12:00.000,2023-01-20 13:23:00.000,2023-01-20 13:23:00.000,Running                                                                                             
C6DEEC9F-49A3-4889-9871-3FD33B1967DE,430080BB-A95C-4F7F-B031-58D3F2A2FF0E,promo_430080BB-A95C-4F7F-B031-58D3F2A2FF0E                                                                                                                                                              ,            5,2022-11-17 08:03:00.000,2022-11-17 08:37:00.000,2022-11-17 09:38:00.000,Finishing                                                                                           
363FEFC7-0A36-4124-A22C-4048BF75FF5F,363FEFC7-0A36-4124-A22C-4048BF75FF5F,promo_363FEFC7-0A36-4124-A22C-4048BF75FF5F                                                                                                                                                              ,            1,2022-10-03 21:58:00.000,                   NULL,2022-10-03 21:58:00.000,Draft                                                                                               
55D05C22-4036-48C2-A402-41B3DF8C2601,55D05C22-4036-48C2-A402-41B3DF8C2601,promo_55D05C22-4036-48C2-A402-41B3DF8C2601                                                                                                                                                              ,            1,2023-02-23 14:36:00.000,2023-02-23 14:44:00.000,2023-02-23 14:44:00.000,Running                                                                                             
9B11B71B-683D-46FC-80A3-428311093999,9B11B71B-683D-46FC-80A3-428311093999,promo_9B11B71B-683D-46FC-80A3-428311093999                                                                                                                                                              ,            1,2023-01-09 08:37:00.000,                   NULL,2023-01-09 08:55:00.000,Draft                                                                                               
A282E02D-90EC-412B-B4A6-43A62161E095,A282E02D-90EC-412B-B4A6-43A62161E095,promo_A282E02D-90EC-412B-B4A6-43A62161E095                                                                                                                                                              ,            1,2023-01-25 07:35:00.000,2023-01-25 07:44:00.000,2023-01-26 13:46:00.000,Finishing                                                                                           
67781F1B-208D-468C-854F-44CB27F5E32B,67781F1B-208D-468C-854F-44CB27F5E32B,promo_67781F1B-208D-468C-854F-44CB27F5E32B                                                                                                                                                              ,            1,2022-11-09 14:27:00.000,2022-11-09 14:27:00.000,2022-11-11 08:23:00.000,Stopped                                                                                             
E6E56FBB-274E-400D-B1AD-451F5DB3D669,E6E56FBB-274E-400D-B1AD-451F5DB3D669,promo_E6E56FBB-274E-400D-B1AD-451F5DB3D669                                                                                                                                                              ,            1,2023-01-31 20:17:00.000,2023-01-31 20:19:00.000,2023-01-31 20:19:00.000,Running                                                                                             
019E2847-87C3-42D6-BE58-452901356354,019E2847-87C3-42D6-BE58-452901356354,promo_019E2847-87C3-42D6-BE58-452901356354                                                                                                                                                              ,            1,2023-01-31 20:21:00.000,2023-01-31 20:23:00.000,2023-01-31 20:23:00.000,Running                                                                                             
BA0F5FB7-04C4-4B1E-88BF-47A67833FEAD,A1478066-A140-44ED-B350-6CDC219F2179,promo_A1478066-A140-44ED-B350-6CDC219F2179                                                                                                                                                              ,            3,2022-10-10 14:47:00.000,2022-10-10 14:47:00.000,2022-10-10 14:51:00.000,Deleted                                                                                             
92642C97-46E0-4F88-8F72-49E2EDEE813F,92642C97-46E0-4F88-8F72-49E2EDEE813F,promo_92642C97-46E0-4F88-8F72-49E2EDEE813F                                                                                                                                                              ,            1,2022-09-09 07:38:00.000,                   NULL,2022-09-09 07:38:00.000,Draft                                                                                               
DC4204FD-31D1-496B-A096-4A1B00703747,DC4204FD-31D1-496B-A096-4A1B00703747,promo_DC4204FD-31D1-496B-A096-4A1B00703747                                                                                                                                                              ,            1,2023-01-19 16:33:00.000,2023-01-19 16:49:00.000,2023-01-19 16:49:00.000,Running                                                                                             
E20CBDBB-6A5C-4A20-B820-4AF18E99F6F1,E20CBDBB-6A5C-4A20-B820-4AF18E99F6F1,promo_E20CBDBB-6A5C-4A20-B820-4AF18E99F6F1                                                                                                                                                              ,            1,2023-02-16 16:45:00.000,2023-02-16 16:55:00.000,2023-02-16 16:55:00.000,Running                                                                                             
7E9DA413-B451-42D7-8F52-4C16206FBC51,E76B6C7A-B4BC-40AD-B216-F1A6BAC04312,promo_E76B6C7A-B4BC-40AD-B216-F1A6BAC04312                                                                                                                                                              ,            4,2023-02-28 15:32:00.000,2023-02-28 15:40:00.000,2023-02-28 15:40:00.000,Running                                                                                             
F8C200C5-6F36-4F13-B87D-4C8E8FB39190,F8C200C5-6F36-4F13-B87D-4C8E8FB39190,promo_F8C200C5-6F36-4F13-B87D-4C8E8FB39190                                                                                                                                                              ,            1,2023-02-23 15:41:00.000,2023-02-23 17:39:00.000,2023-02-23 17:47:00.000,Stopped                                                                                             
B3B743CE-5FC6-4886-9A47-4E2179D99D43,B3B743CE-5FC6-4886-9A47-4E2179D99D43,promo_B3B743CE-5FC6-4886-9A47-4E2179D99D43                                                                                                                                                              ,            1,2022-08-22 15:51:00.000,                   NULL,2022-08-22 15:51:00.000,Draft                                                                                               
8DDA16F2-A75C-4415-B736-4F373A69E666,00252362-BA36-40DE-8D51-086E6B0BA03F,promo_00252362-BA36-40DE-8D51-086E6B0BA03F                                                                                                                                                              ,            2,2022-10-19 06:53:00.000,2022-10-19 06:53:00.000,2022-11-11 10:47:00.000,Deleted                                                                                             
7DB7484A-1D83-41C5-BD01-4F92D41B0F66,7DB7484A-1D83-41C5-BD01-4F92D41B0F66,promo_7DB7484A-1D83-41C5-BD01-4F92D41B0F66                                                                                                                                                              ,            1,2022-08-30 08:17:00.000,                   NULL,2022-08-30 08:18:00.000,Draft                                                                                               
0AE50115-7C8E-4FC6-BB3E-4FDE23C1E0F7,0AE50115-7C8E-4FC6-BB3E-4FDE23C1E0F7,promo_0AE50115-7C8E-4FC6-BB3E-4FDE23C1E0F7                                                                                                                                                              ,            1,2023-02-15 15:09:00.000,2023-02-15 15:11:00.000,2023-02-15 15:11:00.000,Running                                                                                             
633DB7BA-44DD-4B23-BC41-50BC04043C6A,430080BB-A95C-4F7F-B031-58D3F2A2FF0E,promo_430080BB-A95C-4F7F-B031-58D3F2A2FF0E                                                                                                                                                              ,            7,2022-11-17 09:54:00.000,2022-11-17 09:55:00.000,2022-11-17 13:09:00.000,Finishing                                                                                           
51460C18-C430-47F0-88F7-51143EF2D9DE,51460C18-C430-47F0-88F7-51143EF2D9DE,promo_51460C18-C430-47F0-88F7-51143EF2D9DE                                                                                                                                                              ,            1,2022-12-06 16:42:00.000,2022-12-06 16:59:00.000,2022-12-06 16:59:00.000,Running                                                                                             
52357D59-0A34-4752-9730-514721E71ABB,52357D59-0A34-4752-9730-514721E71ABB,promo_52357D59-0A34-4752-9730-514721E71ABB                                                                                                                                                              ,            1,2023-01-10 15:03:00.000,2023-01-10 15:16:00.000,2023-01-10 15:16:00.000,Running                                                                                             
633E74DA-F21A-4D55-A94F-518AF5B6F0CD,633E74DA-F21A-4D55-A94F-518AF5B6F0CD,promo_633E74DA-F21A-4D55-A94F-518AF5B6F0CD                                                                                                                                                              ,            1,2023-01-18 14:36:00.000,2023-01-18 14:51:00.000,2023-01-18 14:51:00.000,Running                                                                                             
39B7C518-4E99-4B11-9015-5209B8F94E59,13146C2D-0854-4C40-8652-D9CE7CACBDA4,promo_13146C2D-0854-4C40-8652-D9CE7CACBDA4                                                                                                                                                              ,            2,2022-10-04 09:32:00.000,2022-10-12 13:04:00.000,2023-01-12 17:31:00.000,Finishing                                                                                           
CC9BB94B-B218-4A9F-9890-52A158CF12C3,CC9BB94B-B218-4A9F-9890-52A158CF12C3,promo_CC9BB94B-B218-4A9F-9890-52A158CF12C3                                                                                                                                                              ,            1,2023-01-11 11:44:00.000,2023-01-11 13:00:00.000,2023-01-11 13:22:00.000,Stopped                                                                                             
88D8B183-AA30-49AF-A30E-52B28B0F70EB,88D8B183-AA30-49AF-A30E-52B28B0F70EB,promo_88D8B183-AA30-49AF-A30E-52B28B0F70EB                                                                                                                                                              ,            1,2022-10-03 21:50:00.000,2022-10-13 13:35:00.000,2022-10-14 11:50:00.000,Finishing                                                                                           
C8CD6EC7-0E6E-46A5-B2D9-5462D98AB69D,C8CD6EC7-0E6E-46A5-B2D9-5462D98AB69D,promo_C8CD6EC7-0E6E-46A5-B2D9-5462D98AB69D                                                                                                                                                              ,            1,2022-08-29 12:05:00.000,                   NULL,2022-08-29 12:05:00.000,Draft                                                                                               
618D3449-33FC-43FB-980A-55D3251EC9B8,618D3449-33FC-43FB-980A-55D3251EC9B8,promo_618D3449-33FC-43FB-980A-55D3251EC9B8                                                                                                                                                              ,            1,2023-01-18 16:38:00.000,2023-01-18 16:43:00.000,2023-01-18 16:44:00.000,Deleted                                                                                             
5D2C76AF-E8EA-4D8E-9955-57965ECFFB96,5D2C76AF-E8EA-4D8E-9955-57965ECFFB96,promo_5D2C76AF-E8EA-4D8E-9955-57965ECFFB96                                                                                                                                                              ,            1,2022-10-10 14:25:00.000,2022-10-10 15:15:00.000,2022-10-10 15:39:00.000,Stopped                                                                                             
430080BB-A95C-4F7F-B031-58D3F2A2FF0E,430080BB-A95C-4F7F-B031-58D3F2A2FF0E,promo_430080BB-A95C-4F7F-B031-58D3F2A2FF0E                                                                                                                                                              ,            1,2022-11-16 10:41:00.000,2022-11-16 10:45:00.000,2022-11-16 10:55:00.000,Stopped                                                                                             
30630637-6DF9-43E9-8408-5901AE6FA8E7,5326383D-0CBF-4517-BA0F-36B8F30F337B,promo_5326383D-0CBF-4517-BA0F-36B8F30F337B                                                                                                                                                              ,            5,2023-01-06 20:37:00.000,2023-01-06 20:37:00.000,2023-01-06 20:43:00.000,Finishing                                                                                           
E74E0A3B-8A02-4296-A8C2-59E163AB87C8,E74E0A3B-8A02-4296-A8C2-59E163AB87C8,promo_E74E0A3B-8A02-4296-A8C2-59E163AB87C8                                                                                                                                                              ,            1,2023-01-22 15:33:00.000,                   NULL,2023-01-23 15:06:00.000,Deleted                                                                                             
80305F85-9185-4922-A3D8-5A00BC3C301D,80305F85-9185-4922-A3D8-5A00BC3C301D,promo_80305F85-9185-4922-A3D8-5A00BC3C301D                                                                                                                                                              ,            1,2022-08-17 09:41:00.000,2022-08-17 09:42:00.000,2022-08-17 09:42:00.000,Running                                                                                             
7A0DE4DD-921D-43C0-9A74-5A7A19BBC206,7A0DE4DD-921D-43C0-9A74-5A7A19BBC206,promo_7A0DE4DD-921D-43C0-9A74-5A7A19BBC206                                                                                                                                                              ,            1,2023-02-03 14:48:00.000,2023-02-03 16:30:00.000,2023-02-03 16:30:00.000,Running                                                                                             
450A9BE8-571B-4679-82C4-5B2D5CFE208C,450A9BE8-571B-4679-82C4-5B2D5CFE208C,promo_450A9BE8-571B-4679-82C4-5B2D5CFE208C                                                                                                                                                              ,            1,2023-02-17 12:40:00.000,2023-02-17 13:07:00.000,2023-02-17 13:07:00.000,Running                                                                                             
C903D723-33BE-42B2-92A9-5B369094368A,5326383D-0CBF-4517-BA0F-36B8F30F337B,promo_5326383D-0CBF-4517-BA0F-36B8F30F337B                                                                                                                                                              ,            6,2023-01-06 20:39:00.000,2023-01-06 20:43:00.000,2023-01-06 20:56:00.000,Finishing                                                                                           
77EB5D0A-DF0D-4B9D-9C32-5C6C4A4957D1,E76B6C7A-B4BC-40AD-B216-F1A6BAC04312,promo_E76B6C7A-B4BC-40AD-B216-F1A6BAC04312                                                                                                                                                              ,            2,2022-10-14 11:36:00.000,2022-10-14 13:01:00.000,2023-01-11 09:44:00.000,Finishing                                                                                           
2DE87FEC-C3AA-45E2-93A0-5E0BD94DB482,B0CD4856-C8F9-4009-BD89-10B9F2AF2FF9,promo_B0CD4856-C8F9-4009-BD89-10B9F2AF2FF9                                                                                                                                                              ,            2,2022-11-11 10:56:00.000,2022-11-11 10:57:00.000,2022-11-17 12:21:00.000,Stopped                                                                                             
075E1CD0-FC32-4265-BE58-5EB95E953C6A,075E1CD0-FC32-4265-BE58-5EB95E953C6A,promo_075E1CD0-FC32-4265-BE58-5EB95E953C6A                                                                                                                                                              ,            1,2023-02-23 16:59:00.000,2023-02-23 17:00:00.000,2023-02-23 17:00:00.000,Running                                                                                             
64E12118-FC6A-4856-90DD-5FA3D3CB92A9,F86D2D73-17DA-458C-8584-796990456DB0,promo_F86D2D73-17DA-458C-8584-796990456DB0                                                                                                                                                              ,            3,2022-10-11 12:22:00.000,2022-10-11 12:25:00.000,2022-10-11 12:25:00.000,Running                                                                                             
D249423A-D3C3-4907-B8A3-60E27669F3D4,13146C2D-0854-4C40-8652-D9CE7CACBDA4,promo_13146C2D-0854-4C40-8652-D9CE7CACBDA4                                                                                                                                                              ,            3,2022-10-27 10:27:00.000,2022-10-27 17:05:00.000,2023-01-12 17:31:00.000,Finishing                                                                                           
AB72816D-4902-49CF-A76A-63863212D016,AB72816D-4902-49CF-A76A-63863212D016,promo_AB72816D-4902-49CF-A76A-63863212D016                                                                                                                                                              ,            1,2023-01-23 15:29:00.000,2023-01-23 15:29:00.000,2023-01-30 08:35:00.000,Deleted                                                                                             
FD7B8CA5-EFCB-4FDA-B6FA-64183C746D06,A282E02D-90EC-412B-B4A6-43A62161E095,promo_A282E02D-90EC-412B-B4A6-43A62161E095                                                                                                                                                              ,            2,2023-01-26 13:33:00.000,2023-01-26 13:46:00.000,2023-01-27 15:52:00.000,Finishing                                                                                           
4CD76CA5-B26A-4DA1-B863-6509DD8CAF07,5D2C76AF-E8EA-4D8E-9955-57965ECFFB96,promo_5D2C76AF-E8EA-4D8E-9955-57965ECFFB96                                                                                                                                                              ,            8,2022-10-14 11:58:00.000,2022-10-14 11:58:00.000,2022-10-14 12:50:00.000,Finishing                                                                                           
3DFEC87B-5DB2-40C3-AE5C-6510907664A1,3DFEC87B-5DB2-40C3-AE5C-6510907664A1,promo_3DFEC87B-5DB2-40C3-AE5C-6510907664A1                                                                                                                                                              ,            1,2022-12-05 17:10:00.000,                   NULL,2022-12-06 11:08:00.000,Draft                                                                                               
715D867B-C602-47D0-A1B9-65E1BD4CC6AC,715D867B-C602-47D0-A1B9-65E1BD4CC6AC,promo_715D867B-C602-47D0-A1B9-65E1BD4CC6AC                                                                                                                                                              ,            1,2023-02-02 14:38:00.000,2023-02-02 17:56:00.000,2023-02-02 17:56:00.000,Running                                                                                             
335D1CC0-5B33-4530-8A26-6638C61B826D,335D1CC0-5B33-4530-8A26-6638C61B826D,promo_335D1CC0-5B33-4530-8A26-6638C61B826D                                                                                                                                                              ,            1,2023-01-24 12:57:00.000,2023-01-24 13:02:00.000,2023-01-24 13:02:00.000,Running                                                                                             
A096D405-CF49-4863-946F-6694F0C13DB4,A096D405-CF49-4863-946F-6694F0C13DB4,promo_A096D405-CF49-4863-946F-6694F0C13DB4                                                                                                                                                              ,            1,2023-02-03 15:03:00.000,2023-02-03 15:05:00.000,2023-02-03 15:05:00.000,Running                                                                                             
B86A68A0-00D5-49C1-86B2-66F0AD78D12D,B86A68A0-00D5-49C1-86B2-66F0AD78D12D,promo_B86A68A0-00D5-49C1-86B2-66F0AD78D12D                                                                                                                                                              ,            1,2023-02-06 16:55:00.000,2023-02-06 16:58:00.000,2023-02-06 16:58:00.000,Running                                                                                             
CACBC46A-A4D2-4323-AA0E-67BBFF11D6B5,5D2C76AF-E8EA-4D8E-9955-57965ECFFB96,promo_5D2C76AF-E8EA-4D8E-9955-57965ECFFB96                                                                                                                                                              ,            7,2022-10-14 11:51:00.000,2022-10-14 11:53:00.000,2022-10-14 11:58:00.000,Stopped                                                                                             
41557820-83E3-4993-8E1B-68369108E0EB,41557820-83E3-4993-8E1B-68369108E0EB,promo_41557820-83E3-4993-8E1B-68369108E0EB                                                                                                                                                              ,            1,2023-01-03 18:25:00.000,2023-01-03 18:37:00.000,2023-01-03 18:37:00.000,Running                                                                                             
6DBB84A6-5DDD-4474-BB93-68405D9E0C31,6DBB84A6-5DDD-4474-BB93-68405D9E0C31,promo_6DBB84A6-5DDD-4474-BB93-68405D9E0C31                                                                                                                                                              ,            1,2022-12-09 12:22:00.000,2022-12-09 12:51:00.000,2022-12-09 12:51:00.000,Running                                                                                             
7B2421D0-2DB7-4E77-B350-6860AB0B7906,7B2421D0-2DB7-4E77-B350-6860AB0B7906,promo_7B2421D0-2DB7-4E77-B350-6860AB0B7906                                                                                                                                                              ,            1,2023-01-26 14:58:00.000,2023-01-26 15:02:00.000,2023-01-26 15:02:00.000,Running                                                                                             
42A5F83C-E353-4B75-9804-69BBAD4574D4,42A5F83C-E353-4B75-9804-69BBAD4574D4,promo_42A5F83C-E353-4B75-9804-69BBAD4574D4                                                                                                                                                              ,            1,2023-02-09 14:42:00.000,2023-02-09 14:44:00.000,2023-02-09 14:44:00.000,Running                                                                                             
F70C1DA2-2EF0-4F05-91DE-69CD4C5FBAEE,F70C1DA2-2EF0-4F05-91DE-69CD4C5FBAEE,promo_F70C1DA2-2EF0-4F05-91DE-69CD4C5FBAEE                                                                                                                                                              ,            1,2023-02-09 16:18:00.000,2023-02-09 16:25:00.000,2023-02-09 16:25:00.000,Running                                                                                             
29EE5B5E-14B3-4D3D-B5FD-6AC265057BB4,29EE5B5E-14B3-4D3D-B5FD-6AC265057BB4,promo_29EE5B5E-14B3-4D3D-B5FD-6AC265057BB4                                                                                                                                                              ,            1,2022-12-21 16:44:00.000,2022-12-21 16:59:00.000,2022-12-21 16:59:00.000,Running                                                                                             
5ACE5ACE-B6EF-4C9C-BDE8-6CBB778851CE,5ACE5ACE-B6EF-4C9C-BDE8-6CBB778851CE,promo_5ACE5ACE-B6EF-4C9C-BDE8-6CBB778851CE                                                                                                                                                              ,            1,2022-12-21 14:52:00.000,2022-12-21 14:56:00.000,2022-12-22 14:17:00.000,Stopped                                                                                             
A1478066-A140-44ED-B350-6CDC219F2179,A1478066-A140-44ED-B350-6CDC219F2179,promo_A1478066-A140-44ED-B350-6CDC219F2179                                                                                                                                                              ,            1,2022-10-10 14:16:00.000,2022-10-10 14:22:00.000,2022-10-10 14:51:00.000,Deleted                                                                                             
92EAA442-3121-426D-A4DA-6DCB1C8CDB66,92EAA442-3121-426D-A4DA-6DCB1C8CDB66,promo_92EAA442-3121-426D-A4DA-6DCB1C8CDB66                                                                                                                                                              ,            1,2023-01-27 13:52:00.000,2023-01-27 14:04:00.000,2023-01-27 14:04:00.000,Running                                                                                             
2021A7A6-2FE7-47D6-BBC4-6E4360C963EF,2021A7A6-2FE7-47D6-BBC4-6E4360C963EF,promo_2021A7A6-2FE7-47D6-BBC4-6E4360C963EF                                                                                                                                                              ,            1,2022-12-29 11:09:00.000,2023-01-30 08:36:00.000,2023-01-30 08:36:00.000,Running                                                                                             
8D36A249-49AD-4107-805F-6F1547B043CA,8D36A249-49AD-4107-805F-6F1547B043CA,promo_8D36A249-49AD-4107-805F-6F1547B043CA                                                                                                                                                              ,            1,2023-01-12 14:47:00.000,2023-01-12 14:53:00.000,2023-01-12 14:53:00.000,Running                                                                                             
1116E296-1FFF-4540-A6FD-7004FDF0E900,1116E296-1FFF-4540-A6FD-7004FDF0E900,promo_1116E296-1FFF-4540-A6FD-7004FDF0E900                                                                                                                                                              ,            1,2022-12-08 11:08:00.000,2022-12-08 11:25:00.000,2022-12-08 11:25:00.000,Running                                                                                             
733D5C88-A7D7-4376-A5CC-70B45A7DA41D,733D5C88-A7D7-4376-A5CC-70B45A7DA41D,promo_733D5C88-A7D7-4376-A5CC-70B45A7DA41D                                                                                                                                                              ,            1,2023-02-21 17:12:00.000,2023-02-21 17:23:00.000,2023-02-21 17:23:00.000,Running                                                                                             
8E1C78C8-4143-4FD4-BEE1-71976859EC17,8E1C78C8-4143-4FD4-BEE1-71976859EC17,promo_8E1C78C8-4143-4FD4-BEE1-71976859EC17                                                                                                                                                              ,            1,2023-02-03 12:18:00.000,2023-02-03 12:19:00.000,2023-02-03 12:19:00.000,Running                                                                                             
4D645082-4B78-4429-B2F3-71BBA25E1D59,4D645082-4B78-4429-B2F3-71BBA25E1D59,promo_4D645082-4B78-4429-B2F3-71BBA25E1D59                                                                                                                                                              ,            1,2022-08-22 15:51:00.000,2022-10-03 14:45:00.000,2022-10-03 14:45:00.000,Running                                                                                             
00835906-0DFF-4029-8E3E-71FA43250CA2,00835906-0DFF-4029-8E3E-71FA43250CA2,promo_00835906-0DFF-4029-8E3E-71FA43250CA2                                                                                                                                                              ,            1,2022-12-05 17:12:00.000,                   NULL,2022-12-05 17:13:00.000,Draft                                                                                               
1491F7AF-F6EB-44BD-A4B4-733BA842D4B2,1491F7AF-F6EB-44BD-A4B4-733BA842D4B2,promo_1491F7AF-F6EB-44BD-A4B4-733BA842D4B2                                                                                                                                                              ,            1,2023-02-03 13:00:00.000,2023-02-03 13:03:00.000,2023-02-03 13:03:00.000,Running                                                                                             
A1FCC95F-FE44-4A8E-BAD3-733F40C7CA9A,A1FCC95F-FE44-4A8E-BAD3-733F40C7CA9A,promo_A1FCC95F-FE44-4A8E-BAD3-733F40C7CA9A                                                                                                                                                              ,            1,2023-02-06 17:57:00.000,2023-02-06 17:59:00.000,2023-02-06 17:59:00.000,Running                                                                                             
85065D12-9AAE-4206-A629-75E3E006ED46,85065D12-9AAE-4206-A629-75E3E006ED46,promo_85065D12-9AAE-4206-A629-75E3E006ED46                                                                                                                                                              ,            1,2023-02-07 15:39:00.000,2023-02-07 16:37:00.000,2023-02-07 16:37:00.000,Running                                                                                             
A80B837F-6A7C-4601-8929-767ACFC2FD0E,A80B837F-6A7C-4601-8929-767ACFC2FD0E,promo_A80B837F-6A7C-4601-8929-767ACFC2FD0E                                                                                                                                                              ,            1,2023-01-12 15:07:00.000,2023-01-12 15:11:00.000,2023-01-12 15:11:00.000,Running                                                                                             
DC63FDDC-485B-4E8B-A656-76FCE235F10A,DC63FDDC-485B-4E8B-A656-76FCE235F10A,promo_DC63FDDC-485B-4E8B-A656-76FCE235F10A                                                                                                                                                              ,            1,2023-01-12 15:47:00.000,2023-01-12 15:49:00.000,2023-01-12 15:49:00.000,Running                                                                                             
A7EDE8E1-E690-4ECB-906B-7718DE2AD0FC,A7EDE8E1-E690-4ECB-906B-7718DE2AD0FC,promo_A7EDE8E1-E690-4ECB-906B-7718DE2AD0FC                                                                                                                                                              ,            1,2022-12-29 15:39:00.000,2022-12-29 15:42:00.000,2022-12-29 15:42:00.000,Running                                                                                             
300E308C-270A-4A8B-BF9E-7736A4E84533,300E308C-270A-4A8B-BF9E-7736A4E84533,promo_300E308C-270A-4A8B-BF9E-7736A4E84533                                                                                                                                                              ,            1,2023-02-15 11:40:00.000,                   NULL,2023-02-15 13:10:00.000,Deleted                                                                                             
53721ECF-AEE4-466B-AD17-77789ADF99FE,53721ECF-AEE4-466B-AD17-77789ADF99FE,promo_53721ECF-AEE4-466B-AD17-77789ADF99FE                                                                                                                                                              ,            1,2023-02-06 18:09:00.000,2023-02-06 18:12:00.000,2023-02-06 18:12:00.000,Running                                                                                             
20C2B500-911D-4A21-9C33-782367E9A00F,20C2B500-911D-4A21-9C33-782367E9A00F,promo_20C2B500-911D-4A21-9C33-782367E9A00F                                                                                                                                                              ,            1,2023-02-17 15:42:00.000,2023-02-17 17:51:00.000,2023-02-17 17:51:00.000,Running                                                                                             
7A270EE5-BC44-4BE4-93AB-7835F675CCDC,7A270EE5-BC44-4BE4-93AB-7835F675CCDC,promo_7A270EE5-BC44-4BE4-93AB-7835F675CCDC                                                                                                                                                              ,            1,2023-02-01 20:12:00.000,2023-02-01 20:15:00.000,2023-02-01 20:15:00.000,Running                                                                                             
5235E5D4-69F2-4293-9AA8-783BF3D8F2F2,00252362-BA36-40DE-8D51-086E6B0BA03F,promo_00252362-BA36-40DE-8D51-086E6B0BA03F                                                                                                                                                              ,            6,2022-11-11 10:03:00.000,2022-11-11 10:08:00.000,2022-11-11 10:47:00.000,Deleted                                                                                             
F86D2D73-17DA-458C-8584-796990456DB0,F86D2D73-17DA-458C-8584-796990456DB0,promo_F86D2D73-17DA-458C-8584-796990456DB0                                                                                                                                                              ,            1,2022-08-22 15:51:00.000,2022-09-15 09:12:00.000,2022-10-11 12:25:00.000,Finishing                                                                                           
BF380137-3B6C-4739-BB45-79BBB52907D0,C6004676-1275-4798-AA4A-D2F45513FDE5,promo_C6004676-1275-4798-AA4A-D2F45513FDE5                                                                                                                                                              ,            6,2022-10-14 12:38:00.000,2022-10-14 12:39:00.000,2022-10-14 12:39:00.000,Running                                                                                             
4CFD762D-245E-4CAE-8FAD-7C22CA723DEE,5ACE5ACE-B6EF-4C9C-BDE8-6CBB778851CE,promo_5ACE5ACE-B6EF-4C9C-BDE8-6CBB778851CE                                                                                                                                                              ,            4,2022-12-29 11:18:00.000,2022-12-29 11:21:00.000,2022-12-29 11:21:00.000,Running                                                                                             
0DF451F5-2927-4481-8A3F-7CD9008471F3,0DF451F5-2927-4481-8A3F-7CD9008471F3,promo_0DF451F5-2927-4481-8A3F-7CD9008471F3                                                                                                                                                              ,            1,2022-07-08 11:49:00.000,                   NULL,2022-07-08 11:49:00.000,Draft                                                                                               
D21232CB-5E2E-4BC0-952F-7CDCD67F1144,D21232CB-5E2E-4BC0-952F-7CDCD67F1144,promo_D21232CB-5E2E-4BC0-952F-7CDCD67F1144                                                                                                                                                              ,            1,2023-02-03 15:05:00.000,2023-02-03 15:07:00.000,2023-02-03 15:07:00.000,Running                                                                                             
821E0D07-6F47-4A8D-84FE-7CF9A6219E49,CC9BB94B-B218-4A9F-9890-52A158CF12C3,promo_CC9BB94B-B218-4A9F-9890-52A158CF12C3                                                                                                                                                              ,            8,2023-01-11 14:26:00.000,2023-01-11 14:26:00.000,2023-01-11 14:54:00.000,Stopped                                                                                             
B778981F-1351-4959-A107-7D5DEC8F48E6,B778981F-1351-4959-A107-7D5DEC8F48E6,promo_B778981F-1351-4959-A107-7D5DEC8F48E6                                                                                                                                                              ,            1,2023-02-03 11:38:00.000,2023-02-03 11:40:00.000,2023-02-03 11:40:00.000,Running                                                                                             
A3CD19A0-0851-403B-9617-7D860E514AA1,A3CD19A0-0851-403B-9617-7D860E514AA1,promo_A3CD19A0-0851-403B-9617-7D860E514AA1                                                                                                                                                              ,            1,2022-08-29 12:15:00.000,                   NULL,2022-08-29 12:15:00.000,Draft                                                                                               
EFFFF244-A102-49DD-BFA0-7EB331C473AB,EFFFF244-A102-49DD-BFA0-7EB331C473AB,promo_EFFFF244-A102-49DD-BFA0-7EB331C473AB                                                                                                                                                              ,            1,2023-01-03 16:10:00.000,2023-01-03 16:22:00.000,2023-01-03 16:22:00.000,Running                                                                                             
D3148A35-75C6-49B1-A837-7FFF2EE41097,430080BB-A95C-4F7F-B031-58D3F2A2FF0E,promo_430080BB-A95C-4F7F-B031-58D3F2A2FF0E                                                                                                                                                              ,            2,2022-11-16 10:45:00.000,2022-11-16 10:55:00.000,2022-11-16 12:27:00.000,Stopped                                                                                             
C4E70144-5D1C-4509-9486-8045812BC7C7,C4E70144-5D1C-4509-9486-8045812BC7C7,promo_C4E70144-5D1C-4509-9486-8045812BC7C7                                                                                                                                                              ,            1,2023-01-05 19:09:00.000,2023-01-06 13:09:00.000,2023-01-06 13:09:00.000,Running                                                                                             
1788F0B8-2516-4634-AD48-84684590C465,1788F0B8-2516-4634-AD48-84684590C465,promo_1788F0B8-2516-4634-AD48-84684590C465                                                                                                                                                              ,            1,2023-01-31 15:47:00.000,2023-01-31 16:02:00.000,2023-01-31 16:02:00.000,Running                                                                                             
225B64CE-EC01-4DD9-AC2B-8496D3A7D0DA,225B64CE-EC01-4DD9-AC2B-8496D3A7D0DA,promo_225B64CE-EC01-4DD9-AC2B-8496D3A7D0DA                                                                                                                                                              ,            1,2022-12-21 11:44:00.000,2022-12-21 12:00:00.000,2022-12-21 12:00:00.000,Running                                                                                             
