_DeviceID                                                                                                                                                                                               ,_APID                                 ,_Value                                                                                                                          ,_CreatedDate           ,_CreatedBy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,_ModifiedDate          ,_ModifiedBy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
1CCC97C3-A942-4401-890E-43069A861122                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1CCC97C3-A942-4401-890E-43069A861122                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1CCF2C23-C37F-4B02-9B66-7277BA934011                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1CCF2C23-C37F-4B02-9B66-7277BA934011                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1CCF2C23-C37F-4B02-9B66-7277BA934011                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1EEB0F0E-A426-440F-8840-0A9916849A80                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1EEB0F0E-A426-440F-8840-0A9916849A80                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
1EEB0F0E-A426-440F-8840-0A9916849A80                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
211FC8F7-5DCA-4653-9622-06338F6E20E7                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
211FC8F7-5DCA-4653-9622-06338F6E20E7                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
211FC8F7-5DCA-4653-9622-06338F6E20E7                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2B5A16C3-979C-436E-A43E-EC0E865D427F                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2B5A16C3-979C-436E-A43E-EC0E865D427F                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2B5A16C3-979C-436E-A43E-EC0E865D427F                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2C80ECFF-F514-4866-BB3C-471651D54697                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2C80ECFF-F514-4866-BB3C-471651D54697                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2C80ECFF-F514-4866-BB3C-471651D54697                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2D1DD46B-FCA4-40E9-952A-0091A010928E                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2D1DD46B-FCA4-40E9-952A-0091A010928E                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2D1DD46B-FCA4-40E9-952A-0091A010928E                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:15:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2F35C5B5-A090-4353-8A85-2BDEB2BF1CDD                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2F35C5B5-A090-4353-8A85-2BDEB2BF1CDD                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2F35C5B5-A090-4353-8A85-2BDEB2BF1CDD                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
301B013E-6E0D-4B53-A35A-6C3553EB85A2                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
301B013E-6E0D-4B53-A35A-6C3553EB85A2                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
301B013E-6E0D-4B53-A35A-6C3553EB85A2                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:13:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
30C465B4-03E4-46E3-9DCB-0050BF50EC20                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
30C465B4-03E4-46E3-9DCB-0050BF50EC20                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
30C465B4-03E4-46E3-9DCB-0050BF50EC20                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
32202E80-087A-43BF-8F99-00AAB84434E5                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,ALL                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
32202E80-087A-43BF-8F99-00AAB84434E5                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,IOS                                                                                                                             ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
32202E80-087A-43BF-8F99-00AAB84434E5                                                                                                                                                                    ,F20CA16F-33C3-478A-872E-C37521E11174  ,iPhone                                                                                                                          ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2022-11-25 10:14:00.000,0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
